company,company_plot_number,company_stand_number,plot_program,establishment_year,establishment_month,establishment_day,fmu,fma,ats_township,ats_range,ats_meridian,ats_section,opening_number,sampling_unit_number,topographic_position,elevation,slope,aspect,x_coord,y_coord,utm_zone,datum,latitude,longitude,natural_subregion,ecosite_guide,ecosite,ecosite_phase,plot_comment,shared
GOA,86.2,86,MPB,1961,9,1,G16,FMA6900016,64,5,6,27,NA,.,5,930,19,W,392143.27208,6048447.95312,UTM11,NAD83,54.572022,-118.668456,LF,WC,e,e3,NA,2
GOA,86.2,86,MPB,1961,9,1,G16,FMA6900016,64,5,6,27,NA,.,5,930,19,W,392143.27208,6048447.95312,UTM11,NAD83,54.572022,-118.668456,LF,WC,e,e3,NA,2
GOA,87.3,87,MPB,1961,9,6,G16,FMA6900016,64,5,6,27,NA,.,6,932,3,W,392493.5381,6047269.70985,UTM11,NAD83,54.561512,-118.66261,LF,WC,f,f1,NA,2
GOA,87.3,87,MPB,1961,9,6,G16,FMA6900016,64,5,6,27,NA,.,6,932,3,W,392493.5381,6047269.70985,UTM11,NAD83,54.561512,-118.66261,LF,WC,f,f1,NA,2
GOA,88.1,88,MPB,1961,9,8,G16,FMA6900016,64,5,6,21,NA,.,7,938,0,NA,391296.38995,6046763.66497,UTM11,NAD83,54.556711,-118.680928,LF,WC,f,f1,NA,2
GOA,88.1,88,MPB,1961,9,8,G16,FMA6900016,64,5,6,21,NA,.,7,938,0,NA,391296.38995,6046763.66497,UTM11,NAD83,54.556711,-118.680928,LF,WC,f,f1,NA,2
GOA,88.3,88,MPB,1961,9,8,G16,FMA6900016,64,5,6,21,NA,.,5,941,5,E,391163.74803,6046795.47702,UTM11,NAD83,54.556968,-118.68299,LF,WC,f,f1,NA,2
GOA,88.3,88,MPB,1961,9,8,G16,FMA6900016,64,5,6,21,NA,.,5,941,5,E,391163.74803,6046795.47702,UTM11,NAD83,54.556968,-118.68299,LF,WC,f,f1,NA,2
GOA,89.2,89,MPB,1961,9,12,G16,FMA6900016,64,5,6,20,NA,.,6,893,11,W,388343.06051,6046211.12954,UTM11,NAD83,54.551104,-118.726364,LF,WC,d,d1,NA,2
GOA,89.2,89,MPB,1961,9,12,G16,FMA6900016,64,5,6,20,NA,.,6,893,11,W,388343.06051,6046211.12954,UTM11,NAD83,54.551104,-118.726364,LF,WC,d,d1,NA,2
SLJF,139,545,PGYI,1999,8,10,S17,FMA0600043,74,1,5,19,NA,NA,2,681,0,NA,680970.7876,6146448.04182,UTM11,NAD83,55.43057626,-114.14033481,CM,N,e,e2,NA,1
SLJF,139,545,PGYI,1999,8,10,S17,FMA0600043,74,1,5,19,NA,NA,2,681,0,NA,680970.7876,6146448.04182,UTM11,NAD83,55.43057626,-114.14033481,CM,N,e,e2,NA,1
SLJF,42,315,PGYI,1997,4,14,S17,FMA0600043,72,1,5,14,NA,NA,5,619,9,E,687412.87386,6124813.2337,UTM11,NAD83,55.23415183,-114.05259064,CM,N,e,e2,NA,1
SLJF,42,315,PGYI,1997,4,14,S17,FMA0600043,72,1,5,14,NA,NA,5,619,9,E,687412.87386,6124813.2337,UTM11,NAD83,55.23415183,-114.05259064,CM,N,e,e2,NA,1
SLJF,47,479,PGYI,1998,8,11,S17,FMA0600043,78,7,5,32,NA,NA,2,664,0,NA,622370.76608,6186284.13503,UTM11,NAD83,55.80672488,-115.04777083,CM,N,d,d1,NA,1
SLJF,47,479,PGYI,1998,8,11,S17,FMA0600043,78,7,5,32,NA,NA,2,664,0,NA,622370.76608,6186284.13503,UTM11,NAD83,55.80672488,-115.04777083,CM,N,d,d1,NA,1
